Issue Date,Applied Date,Permit Type,Property Class,Permit Class,Work Class,Status Current,Total Job Valuation,Housing Units,Number Of Floors,Council District,Original Zip,Latitude,Longitude,Contractor Company Name,Fiscal Year Issued,Calendar Year Issued,Has Valuation
2020-02-13,2020-02-13,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,5,78745.0,30.20656318,-97.81288674,,2020,2020,No
2020-02-13,2020-02-13,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78748.0,30.14545342,-97.83709011,Victory Plumbing Company,2020,2020,No
2020-02-13,2020-02-13,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,3,78702.0,,,Aj&A Electric,2020,2020,No
2020-02-12,2020-02-11,Plumbing Permit,Residential,Residential,Change Out,Final,,,,2,78747.0,30.13806039,-97.76864586,,2020,2020,No
2020-02-12,2020-02-12,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78660.0,30.43706537,-97.65516892,,2020,2020,No
2020-02-12,2020-02-12,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,8,78746.0,30.28847597,-97.78954297,,2020,2020,No
2020-02-12,2020-02-11,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,5,78745.0,30.2040814,-97.807252,Horus Partners,2020,2020,No
2020-02-12,2020-02-12,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,8,78746.0,,,,2020,2020,No
2020-02-12,2017-01-17,Plumbing Permit,Commercial,C- 105 Five or More Family Bldgs,New,Final,,48.0,4.0,1,78754.0,,,,2020,2020,No
2020-02-11,2019-11-04,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,8,78652.0,30.17230303,-97.92342634,,2020,2020,No
2020-02-11,2018-12-21,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,8,78652.0,30.16840746,-97.91941829,Calatlantic Homes,2020,2020,No
2020-02-11,2020-02-11,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,0.0,7,78757.0,30.33594747,-97.73500383,"Clarke Kent Plumbing, Inc.",2020,2020,No
2020-02-11,2020-02-11,Electrical Permit,Commercial,Commercial,Repair,Expired,,1.0,1.0,4,78723.0,,,Goodson Contracting & Services Llc,2020,2020,No
2020-02-11,2020-02-10,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78748.0,30.16324983,-97.81879867,,2020,2020,No
2020-02-11,2020-01-31,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Expired,,1.0,1.0,7,78758.0,,,,2020,2020,No
2020-02-10,2020-02-07,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78748.0,,,Ies Residential Inc,2020,2020,No
2020-02-10,2020-02-10,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,3,78721.0,,,,2020,2020,No
2020-02-10,2019-02-06,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78704.0,30.25313245,-97.77081026,,2020,2020,No
2020-02-10,2020-02-07,Mechanical Permit,Residential,Residential,Change Out,Final,,,,7,78727.0,30.41636303,-97.72486779,The Roberts Services,2020,2020,No
2020-02-07,2020-02-07,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78724.0,30.31990041,-97.62268857,Wallin Services Inc,2020,2020,No
2020-02-07,2020-02-06,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78724.0,30.3201723,-97.65630834,,2020,2020,No
2020-02-07,2019-08-09,Driveway / Sidewalks,Residential,Res. Driveway,New,Final,,,,3,78704.0,,,,2020,2020,No
2020-02-06,2020-02-05,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78725.0,30.23249665,-97.58314772,"Ies Residential, Inc.",2020,2020,No
2020-02-05,2020-02-05,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,,,Allen Bebee Electric,2020,2020,No
2020-02-05,2020-01-24,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,1,78702.0,30.26669823,-97.73021059,Sunvison Electric,2020,2020,No
2020-02-04,2020-01-31,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,6,78717.0,30.500805,-97.74704689,,2020,2020,No
2020-02-04,2020-01-31,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46225489,-97.67747448,,2020,2020,No
2020-02-04,2020-01-31,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46286837,-97.67801319,,2020,2020,No
2020-02-03,2019-12-05,Mechanical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,9,78701.0,,,Vertex Mechanical Llc,2020,2020,No
2020-02-03,2020-02-03,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78703.0,30.29348866,-97.76507671,,2020,2020,No
2020-02-03,2019-12-05,Mechanical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,9,78701.0,,,Vertex Mechanical Llc,2020,2020,No
2020-01-31,2020-01-31,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78660.0,,,Med-Tex Electric,2020,2020,No
2020-01-31,2020-01-30,Plumbing Permit,Residential,Residential,Change Out,Final,,,,1,78753.0,30.37728113,-97.66513083,Plumb Masters Llc,2020,2020,No
2020-01-31,2020-01-31,Plumbing Permit,Commercial,Commercial,Change Out,Final,,,,9,78705.0,,,,2020,2020,No
2020-01-31,2019-08-29,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,1,78754.0,,,D R Horton Homes,2020,2020,No
2020-01-31,2020-01-31,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78660.0,,,Med-Tex Electric,2020,2020,No
2020-01-31,2020-01-31,Mechanical Permit,Commercial,Commercial,Change Out,Expired,,,,4,78752.0,,,"Beyer Mechanical & Plumbing, Inc.***Main***",2020,2020,No
2020-01-30,2020-01-30,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78738.0,,,"In Charge Electrical Services, Llc",2020,2020,No
2020-01-30,2019-02-06,Driveway / Sidewalks,Residential,"Res. Driveway, Curb, Gutter",New,Final,,,,Unknown,,,,,2020,2020,No
2020-01-30,2020-01-29,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78660.0,,,Easton Electric Llc,2020,2020,No
2020-01-30,2019-06-21,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35745655,-97.66567291,,2020,2020,No
2020-01-29,2019-11-13,Plumbing Permit,Residential,R- 102 Secondary Apartment,New,Final,,1.0,2.0,5,78704.0,30.24557076,-97.77185672,Black Diamond Plumbing,2020,2020,No
2020-01-29,2017-06-23,Plumbing Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,16.0,1.0,9,78701.0,,,"Mres Texas Construction, Llc.",2020,2020,No
2020-01-29,2020-01-29,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,5,78745.0,30.20656318,-97.81288674,,2020,2020,No
2020-01-29,2019-04-08,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,1,78754.0,30.35315305,-97.60673432,Lennar Homes Of Texas***Main***,2020,2020,No
2020-01-29,2020-01-29,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,7,78757.0,,,,2020,2020,No
2020-01-28,2020-01-24,Plumbing Permit,Residential,Residential,Change Out,Final,,,,Unknown,78738.0,30.31863603,-97.9201426,,2020,2020,No
2020-01-28,2020-01-27,Plumbing Permit,Residential,Residential,Change Out,Final,,,,5,78745.0,30.20474529,-97.81862418,,2020,2020,No
2020-01-28,2020-01-28,Electrical Permit,Commercial,Sign Permit,Wall,Expired,,,,5,78744.0,,,,2020,2020,No
2020-01-28,2019-10-22,Mechanical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,0.0,1.0,1,78754.0,,,Dynamic Systems Inc,2020,2020,No
2020-01-28,2017-02-16,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,12.0,9,78701.0,30.26309809,-97.74405836,,2020,2020,No
2020-01-27,2019-05-13,Plumbing Permit,Commercial,"C- 324 Office, Bank & Professional Bldgs",New,Final,,2.0,2.0,2,78744.0,,,"Triad Phc, Llc",2020,2020,No
2020-01-27,2020-01-21,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78744.0,30.20409555,-97.6960945,"In Charge Electrical Services, Llc",2020,2020,No
2020-01-24,2020-01-17,Plumbing Permit,Residential,Residential,Change Out,Final,,,,8,78748.0,30.15871344,-97.85540139,,2020,2020,No
2020-01-24,2020-01-24,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78748.0,,,Ies Residential Inc,2020,2020,No
2020-01-24,2020-01-21,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,10,78703.0,30.29501842,-97.76881392,,2020,2020,No
2020-01-24,2016-08-10,Plumbing Permit,Commercial,Commercial,Irrigation,Final,,,,8,78749.0,30.22086455,-97.83308588,,2020,2020,No
2020-01-23,2019-07-23,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.38905202,-97.61595392,,2020,2020,No
2020-01-23,2020-01-22,Mechanical Permit,Commercial,Commercial,Change Out,Expired,,,,3,78702.0,30.27269949,-97.70126436,American Conservation & Air,2020,2020,No
2020-01-23,2020-01-22,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.20207416,-97.69489895,,2020,2020,No
2020-01-23,2019-07-09,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78702.0,30.26774477,-97.72703286,Avery Building Company,2020,2020,No
2020-01-22,2016-03-18,Plumbing Permit,Commercial,Commercial,Irrigation,Final,,,,9,78703.0,30.28415733,-97.76167425,,2020,2020,No
2020-01-22,2020-01-21,Driveway / Sidewalks,Residential,Res. Driveway,New,Expired,,,,6,78750.0,30.45181332,-97.79265626,,2020,2020,No
2020-01-22,2020-01-21,Electrical Permit,Residential,Residential,Repair,Expired,,1.0,1.0,8,78652.0,30.16888456,-97.91773834,"In Charge Electrical Services, Llc",2020,2020,No
2020-01-21,2020-01-21,Plumbing Permit,Commercial,Commercial,Fireline,VOID,,,,1,78721.0,30.28539673,-97.68372246,"Jsp Construction Investment, Llc",2020,2020,No
2020-01-21,2019-06-27,Plumbing Permit,Commercial,C- 105 Five or More Family Bldgs,New,Final,,8.0,2.0,5,78745.0,30.1929497,-97.83113614,,2020,2020,No
2020-01-21,2020-01-14,Mechanical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,4,78723.0,30.31928925,-97.70065924,Braun Air Llc,2020,2020,No
2020-01-21,2020-01-17,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,9,78751.0,,,"Clarke Kent Plumbing, Inc.",2020,2020,No
2020-01-20,2020-01-15,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,10,78731.0,30.33644208,-97.7672118,Harper'S Electric Llc,2020,2020,No
2020-01-20,2020-01-14,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78721.0,30.28311351,-97.68343653,Horus Partners,2020,2020,No
2020-01-17,2019-05-20,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.38718609,-97.61680915,,2020,2020,No
2020-01-17,2020-01-15,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,10,78731.0,30.33134337,-97.75886292,Service Wizard,2020,2020,No
2020-01-16,2020-01-15,Plumbing Permit,Residential,Residential,Repair,Final,,0.0,0.0,9,78741.0,30.23933322,-97.734724,Johnny Rooter Plumbing Inc,2020,2020,No
2020-01-16,2020-01-15,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,7,78660.0,,,,2020,2020,No
2020-01-16,2020-01-16,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78660.0,,,Allen Bebee Electric,2020,2020,No
2020-01-16,2019-12-17,Driveway / Sidewalks,Commercial,Com. Sidewalk,New,Expired,,,,Unknown,,,,,2020,2020,No
2020-01-15,2020-01-09,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,2,78744.0,,,,2020,2020,No
2020-01-15,2020-01-09,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,2,78744.0,,,,2020,2020,No
2020-01-15,2020-01-09,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,2,78744.0,,,,2020,2020,No
2020-01-15,2020-01-14,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46186007,-97.67912998,,2020,2020,No
2020-01-15,2020-01-15,Plumbing Permit,Residential,Residential,Change Out,Final,,,,2,78744.0,30.17815141,-97.75195025,Priscilla Plumbing Company,2020,2020,No
2020-01-15,2020-01-15,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,10,78756.0,30.3105589,-97.7401602,,2020,2020,No
2020-01-15,2020-01-14,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,,,,2020,2020,No
2020-01-14,2020-01-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78724.0,30.30542953,-97.62589717,,2020,2020,No
2020-01-14,2020-01-10,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,3,78741.0,30.22851637,-97.70092918,"Tesla Energy Operations, Inc.",2020,2020,No
2020-01-14,2019-06-21,Mechanical Permit,Commercial,C- 104 Three & Four Family Bldgs,New,Final,,4.0,4.0,10,78731.0,30.31384924,-97.75288184,,2020,2020,No
2020-01-14,2019-07-08,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78723.0,30.29369291,-97.67354911,,2020,2020,No
2020-01-13,2020-01-09,Plumbing Permit,Residential,Residential,Repair,Final,,0.0,1.0,7,78727.0,30.42647702,-97.71289565,Plumb Masters Llc,2020,2020,No
2020-01-13,2020-01-13,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,2,78744.0,30.19925176,-97.75303925,,2020,2020,No
2020-01-10,2020-01-10,Electrical Permit,Commercial,Sign Permit,Wall,Expired,,,,2,78745.0,30.20094179,-97.77572503,,2020,2020,No
2020-01-10,2018-07-17,Plumbing Permit,Commercial,Commercial,Irrigation,Final,,,,2,78617.0,,,Journeyman Construction,2020,2020,No
2020-01-10,2019-09-12,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,9,78701.0,,,Plumber Near Me Llc,2020,2020,No
2020-01-10,2020-01-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,6,78717.0,30.50104899,-97.78221326,,2020,2020,No
2020-01-10,2020-01-09,Mechanical Permit,Residential,Residential,Repair,Final,,1.0,1.0,3,78741.0,30.23209413,-97.7168807,,2020,2020,No
2020-01-09,2019-12-30,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Expired,200000.0,1.0,1.0,4,78752.0,,,Strata Landscape,2020,2020,Yes
2020-01-09,2019-10-04,Plumbing Permit,Residential,R- 102 Secondary Apartment,New,Final,,1.0,1.0,5,78745.0,30.22243027,-97.77739509,L & M Plumbing & Remodeling,2020,2020,No
2020-01-09,2020-01-03,Mechanical Permit,Residential,Residential,Change Out,VOID,,,,9,78722.0,,,American Residential Services (Ars),2020,2020,No
2020-01-09,2019-04-15,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35157789,-97.60832647,,2020,2020,No
2020-01-09,2019-06-05,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,6,78717.0,30.47624793,-97.78311771,,2020,2020,No
2020-01-09,2019-12-23,Electrical Permit,Commercial,Sign Permit,Wall,Expired,,,,8,78737.0,,,,2020,2020,No
2020-01-08,2019-06-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78660.0,30.44060501,-97.66136509,,2020,2020,No
2020-01-08,2019-05-07,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,30.1351537,-97.763866,,2020,2020,No
2020-01-07,2020-01-06,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,6,78717.0,30.50864368,-97.74746531,,2020,2020,No
2020-01-07,2020-01-06,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78754.0,30.37849672,-97.60097385,"In Charge Electrical Services, Llc",2020,2020,No
2020-01-07,2020-01-06,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,0.0,6,78717.0,30.49964428,-97.79154377,Plumb Masters Llc,2020,2020,No
2020-01-07,2019-12-23,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,6,78729.0,30.44393457,-97.7852108,,2020,2020,No
2020-01-06,2019-09-24,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,10,78703.0,30.30360074,-97.75421137,"Accent Plumbing, Inc.",2020,2020,No
2020-01-06,2019-01-30,Mechanical Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,1.0,1.0,9,78701.0,,,City Wide Mechanical Inc.,2020,2020,No
2020-01-06,2020-01-06,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,1.0,6,78750.0,30.45489125,-97.7943402,,2020,2020,No
2020-01-06,2020-01-01,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,7,78757.0,30.33703663,-97.74752131,Rbc,2020,2020,No
2020-01-06,2020-01-03,Plumbing Permit,Residential,Residential,Change Out,Final,,,,2,78745.0,30.20099719,-97.77932681,,2020,2020,No
2020-01-06,2019-02-28,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78726.0,30.43412549,-97.84287075,,2020,2020,No
2020-01-03,2020-01-03,Plumbing Permit,Residential,Residential,Repair,Final,,2.0,1.0,10,78730.0,30.37357678,-97.823211,"Clarke Kent Plumbing, Inc.",2020,2020,No
2020-01-03,2019-12-26,Plumbing Permit,Residential,Residential,Change Out,Final,,,,6,78750.0,30.45269992,-97.79409635,,2020,2020,No
2020-01-03,2020-01-03,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78726.0,30.43360849,-97.84230646,,2020,2020,No
2020-01-03,2020-01-02,Mechanical Permit,Residential,Residential,Change Out,Final,,,,2,78745.0,30.20491963,-97.79290206,Totally Cool,2020,2020,No
2020-01-02,2019-12-30,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78744.0,,,"In Charge Electrical Services, Llc",2020,2020,No
2019-12-31,2019-12-30,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.1677798,-97.72494294,,2020,2019,No
2019-12-31,2019-12-12,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,4,78751.0,30.31860639,-97.7197086,Mustang Plumbing,2020,2019,No
2019-12-31,2019-11-13,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78747.0,30.1549424,-97.75922885,"In Charge Electrical Services, Llc",2020,2019,No
2019-12-31,2019-12-26,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,5,78748.0,30.15456432,-97.82987339,Christianson Plumbing,2020,2019,No
2019-12-30,2019-11-15,Electrical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,7,78753.0,,,Parker Electric,2020,2019,No
2019-12-30,2019-07-01,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,3,78741.0,,,Nuflo Plumbing,2020,2019,No
2019-12-30,2019-11-15,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,7,78753.0,,,Kilgore Industries,2020,2019,No
2019-12-27,2019-12-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78660.0,30.43768104,-97.65462172,,2020,2019,No
2019-12-27,2019-01-08,Electrical Permit,Residential,R- 102 Secondary Apartment,New,Final,,1.0,2.0,9,78704.0,,,Taylor Pc Repair,2020,2019,No
2019-12-27,2019-07-30,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.37794342,-97.60017743,,2020,2019,No
2019-12-26,2019-07-18,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.38857876,-97.61607512,,2020,2019,No
2019-12-24,2019-12-20,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,5,78745.0,30.19003396,-97.82858078,,2020,2019,No
2019-12-23,2019-12-23,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,9,78722.0,30.29622061,-97.71765563,,2020,2019,No
2019-12-23,2019-09-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,6,78717.0,30.47752875,-97.76926452,,2020,2019,No
2019-12-23,2019-09-30,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,6,78717.0,30.47769612,-97.76883138,,2020,2019,No
2019-12-23,2019-12-19,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46305071,-97.67805261,,2020,2019,No
2019-12-20,2019-12-17,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78754.0,30.35208189,-97.60292723,"Austin Lanehart Electric Co., Inc.",2020,2019,No
2019-12-20,2019-12-19,Electrical Permit,Residential,Residential,Repair,Expired,,1.0,1.0,5,78745.0,30.22047026,-97.77827036,"In Charge Electrical Services, Llc",2020,2019,No
2019-12-20,2019-12-20,Building Permit,Residential,R- 438 Residential Retaining Wall,New,Expired,0.0,,,Unknown,78704.0,,,Tcc Builders Llc,2020,2019,No
2019-12-20,2019-08-06,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78756.0,30.32492603,-97.7351009,,2020,2019,No
2019-12-18,2019-12-18,Plumbing Permit,Commercial,Commercial,Irrigation,Final,,,,1,78725.0,30.28439728,-97.66062493,,2020,2019,No
2019-12-18,2019-12-16,Plumbing Permit,Residential,Residential,Change Out,Final,,,,2,78748.0,30.17437364,-97.79505671,,2020,2019,No
2019-12-18,2019-12-17,Plumbing Permit,Residential,Residential,Change Out,Final,,,,5,78745.0,30.2033028,-97.81351958,Aaa Auger,2020,2019,No
2019-12-18,2019-12-17,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,7,78753.0,,,,2020,2019,No
2019-12-17,2019-12-11,Plumbing Permit,Residential,Residential,Change Out,VOID,,,,5,78748.0,30.17353946,-97.85494526,Fixed Repair Llc,2020,2019,No
2019-12-17,2019-12-16,Plumbing Permit,Residential,Residential,Change Out,Final,,,,5,78748.0,30.15849234,-97.80305371,Christianson Plumbing,2020,2019,No
2019-12-17,2019-12-17,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,1,78721.0,,,Greenbelt Solar,2020,2019,No
2019-12-17,2018-09-19,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78721.0,30.28061791,-97.67502169,,2020,2019,No
2019-12-17,2019-12-17,Plumbing Permit,Residential,Residential,Irrigation,Expired,,,,1,78721.0,30.28075913,-97.67480231,,2020,2019,No
